site,report,lift,qty_equipment,volume,concrete_start,concrete_finish,duration,calc_duration,calc_rate,rate,type
P,4698,PMWM19C03a,1,316,8/28/2013 12:55,8/29/2013 3:45,14.83333333,14.83,21.30337079,21,Redfern Request 325
P,Blank,PMWM19C03b,1,251.8,3/31/2014 11:54,3/31/2014 22:10,10.26666667,10.27,24.52597403,24.53,Redfern Request 325
P,4469,PMWM19C04b,1,32,8/7/2013 3:10,8/7/2013 4:54,1.733333333,1.73,18.46153846,18,Redfern Request 325
P,4319,PMWM19F01,1,1116,7/26/2013 18:15,7/26/2013 21:40,3.416666667,3.42,326.6341463,41,Redfern Request 325
P,4111,PMWM19F02,2,952,7/9/2013 19:55,7/10/2013 14:40,18.75,18.75,50.77333333,51,Redfern Request 325
P,7437,PMWM19W02,1,275,6/24/2014 22:00,6/25/2014 9:32,11.53333333,11.53,23.84393064,24,Redfern Request 325
P,7007,PMWM19W03a,1,272,5/26/2014 19:50,5/27/2014 4:20,8.5,8.5,32,32,Redfern Request 325
P,7007,PMWM19W03b,1,272,5/26/2014 19:50,5/27/2014 4:20,8.5,8.5,32,32,Redfern Request 325
P,6767,PMWM19W04,1,274.5,5/8/2014 19:44,5/9/2014 3:30,7.766666667,7.77,35.34334764,35,Redfern Request 325
P,6524,PMWM19W05,1,337,4/2/2014 8:25,4/2/2014 17:05,8.666666667,8.67,38.88461538,19,Redfern Request 325
P,5811,PMWM19W09,1,640,11/26/2013 15:20,11/27/2013 4:48,13.46666667,13.47,47.52475248,48,Redfern Request 325
P,Blank,PMWM21C03a,2,108.8,11/21/2013 14:25,11/21/2013 23:44,9.316666667,9.32,11.67799642,12,Redfern Request 325
P,7396,PMWM22W04,1,222,6/21/2014 9:09,6/21/2014 21:20,12.18333333,12.18,18.22161423,18,Redfern Request 325
P,7303,PMWM22W08,1,283,6/14/2014 16:36,6/14/2014 23:15,6.65,6.65,42.55639098,43,Redfern Request 325
P,5640,PMWM23C01,1,704,11/12/2013 21:16,11/13/2013 6:10,8.9,8.9,79.1011236,79,Redfern Request 325
P,5513,PMWM23C01,1,470,10/29/2013 4:00,10/29/2013 22:00,18,18,26.11111111,26,Redfern Request 325
P,4055,PMWM23C04a,1,68,7/4/2013 18:15,7/4/2013 21:24,3.15,3.15,21.58730159,22,Redfern Request 325
P,4055,PMWM23C04c,1,68,7/4/2013 18:15,7/4/2013 21:24,3.15,3.15,21.58730159,22,Redfern Request 325
P,5436,PMWM23C04a,1,504,10/23/2013 8:00,10/24/2013 2:00,18,18,28,28,Redfern Request 325
P,5436,PMWM23C02a,1,504,10/23/2013 8:00,10/24/2013 2:00,18,18,28,28,Redfern Request 325
P,5436,PMWM23C02b,1,504,10/23/2013 8:00,10/24/2013 2:00,18,18,28,28,Redfern Request 325
P,4371,PMWM23C05a,1,129,7/31/2013 15:15,8/1/2013 3:34,12.31666667,12.32,10.47361299,10,Redfern Request 325
P,6954,PMWM23W03a,1,236,5/22/2014 12:25,5/22/2014 17:25,5,5,47.2,47,Redfern Request 325
P,6954,PMWM23W03b,1,236,5/22/2014 12:25,5/22/2014 17:25,5,5,47.2,47,Redfern Request 325
P,6844,PMWM23W04,1,277.5,5/14/2014 9:34,5/14/2014 17:10,7.6,7.6,36.51315789,Blank,Redfern Request 325
P,6739,PMWM23W05,2,321.5,4/21/2014 17:00,4/21/2014 21:52,4.866666667,4.87,66.06164384,33,Redfern Request 325
P,Blank,PMWM23W06,2,330,3/31/2014 8:56,3/31/2014 20:05,11.15,11.15,29.59641256,29.6,Redfern Request 325
P,6375,PMWM23W07,1,384,3/18/2014 8:12,3/18/2014 15:46,7.566666667,7.57,50.74889868,51,Redfern Request 325
P,Blank,PUEM01C01,2,836,3/12/2014 8:50,3/12/2014 18:50,10,10,83.6,83.6,Redfern Request 325
P,Blank,PUEM01C02,2,836,3/12/2014 8:50,3/12/2014 18:50,10,10,83.6,83.6,Redfern Request 325
P,Blank,PUEM02C04b,2,400,2/27/2014 9:22,2/27/2014 17:04,7.7,7.7,51.94805195,51.95,Redfern Request 325
P,4273,PUEM02W03,1,206.5,7/23/2013 14:04,7/23/2013 22:46,8.7,8.7,23.73563218,24,Redfern Request 325
P,4052,PUEM02W04,2,200,7/3/2013 5:20,7/3/2013 14:00,8.666666667,8.67,23.07692308,23,Redfern Request 325
P,Blank,PUEM03W02,1,158,10/28/2013 13:50,10/28/2013 22:30,8.666666667,8.67,18.23076923,n.a,Redfern Request 325
P,Blank,PUEM04W02,1,120.5,10/23/2013 3:54,10/23/2013 11:10,7.266666667,7.27,16.58256881,n.a,Redfern Request 325
P,4637,PUEM04W04,1,135.5,8/22/2013 17:15,8/23/2013 3:30,10.25,10.25,13.2195122,13,Redfern Request 325
P,4393,PUEM04W05,1,175,8/1/2013 16:35,8/1/2013 23:18,6.716666667,6.72,26.05459057,26,Redfern Request 325
P,4040,PUEM04W06,1,200.5,7/3/2013 10:03,7/3/2013 17:20,7.283333333,7.28,27.52860412,28,Redfern Request 325
P,5375,PUEM05C03a,1,206.5,11/19/2013 2:49,11/19/2013 12:30,9.683333333,9.68,21.3253012,21,Redfern Request 325
P,Blank,PUEM05C03b,1,288,11/16/2013 19:00,11/17/2013 8:55,13.91666667,13.92,20.69461078,Blank,Redfern Request 325
P,5844,PUEM05C03c,1,109,11/20/2013 21:35,11/21/2013 0:54,3.316666667,3.32,32.86432161,33,Redfern Request 325
P,5358,PUEM05C04b,1,308,10/16/2013 23:25,10/17/2013 11:50,12.41666667,12.42,24.80536913,25,Redfern Request 325
P,7357,PUEM05W03,2,261,6/19/2014 9:10,6/19/2014 17:15,8.083333333,8.08,32.28865979,32,Redfern Request 325
P,7170,PUEM05W04,2,284,6/5/2014 23:50,6/6/2014 5:30,5.666666667,5.67,50.11764706,50,Redfern Request 325
P,6969,PUEM05W05,1,381.5,5/23/2014 9:05,5/23/2014 23:50,14.75,14.75,25.86440678,26,Redfern Request 325
P,6822,PUEM05W06,1,312,5/13/2014 8:16,5/13/2014 17:45,9.483333333,9.48,32.89982425,33,Redfern Request 325
P,6669,PUEM05W07,Blank,468,4/14/2014 11:05,4/14/2014 21:20,10.25,10.25,45.65853659,46,Redfern Request 325
P,6437,PUEM05W08,3,570.5,3/29/2014 9:03,3/29/2014 21:05,12.03333333,12.03,47.4099723,47,Redfern Request 325
P,Blank,PUEM05W09,2,674.5,3/14/2014 8:10,3/14/2014 19:27,11.28333333,11.28,59.77843427,59.78,Redfern Request 325
P,7225,PUEM06W06,1,152,6/10/2014 7:59,6/10/2014 13:28,5.483333333,5.48,27.72036474,28,Redfern Request 325
P,6518,PUEM06C01,1,384,4/1/2014 14:20,4/2/2014 0:30,10.16666667,10.17,37.7704918,19,Redfern Request 325
P,6376,PUEM06C01,2,218.5,3/18/2014 8:13,3/18/2014 12:50,4.616666667,4.62,47.32851986,47,Redfern Request 325
P,Blank,PUEM06C02,1,201,3/12/2014 8:46,3/12/2014 15:57,7.183333333,7.18,27.98143852,27.98,Redfern Request 325
P,Blank,PUEM06C04c,1,64.5,10/18/2013 5:25,10/18/2013 11:20,5.916666667,5.92,10.90140845,n.a,Redfern Request 325
P,4656,PUEM06C04b,1,120.8,8/23/2013 5:15,8/23/2013 14:35,9.333333333,9.33,12.94285714,13,Redfern Request 325
P,Blank,PUEM06F01,2,1032,9/4/2013 15:20,9/5/2013 11:10,19.83333333,19.83,52.03361345,n.a,Redfern Request 325
P,7016,PUEM06W07,2,214,5/27/2014 10:30,5/27/2014 21:30,11,11,19.45454545,19,Redfern Request 325
P,6867,PUEM06W08,1,244,5/15/2014 11:11,5/15/2014 20:05,8.9,8.9,27.41573034,27,Redfern Request 325
P,6734,PUEM06W09,2,290,4/21/2014 9:17,4/21/2014 19:40,10.38333333,10.38,27.929374,28,Redfern Request 325
P,Blank,PUEM07C01,1,24,12/13/2013 3:40,12/13/2013 6:19,2.65,2.65,9.056603774,Blank,Redfern Request 325
P,5422,PUEM07C03a,1,363,10/22/2013 13:15,10/22/2013 20:20,7.083333333,7.08,51.24705882,27,Redfern Request 325
P,5525,PUEM07C03c,1,178.75,10/30/2013 18:35,10/31/2013 1:30,6.916666667,6.92,25.84337349,26,Redfern Request 325
P,7479,PUEM07W02,1,240.5,6/26/2014 21:12,6/27/2014 6:07,8.916666667,8.92,26.97196262,27,Redfern Request 325
P,7297,PUEM07W03,Blank,231.5,6/13/2014 4:55,6/13/2014 18:00,13.08333333,13.08,17.69426752,18,Redfern Request 325
P,6924,PUEM07W05,1,334,5/20/2014 9:51,5/20/2014 19:20,9.483333333,9.48,35.21968366,35,Redfern Request 325
P,6762,PUEM07W06,2,336.5,4/22/2014 19:27,4/23/2014 0:44,5.283333333,5.28,63.69085174,32,Redfern Request 325
P,6593,PUEM07W07,2,426.5,4/7/2014 9:05,4/7/2014 17:25,8.333333333,8.33,51.18,26,Redfern Request 325
P,6403,PUEM07W08,2,543,3/20/2014 8:57,3/20/2014 19:15,10.3,10.3,52.7184466,53,Redfern Request 325
P,4358,PUEM08W07,1,306,7/30/2013 14:48,7/30/2013 20:00,5.2,5.2,58.84615385,50,Redfern Request 325
P,4215,PUEM08W08,1,410.5,7/17/2013 0:15,7/17/2013 12:32,12.28333333,12.28,33.4192673,33,Redfern Request 325
P,5231,PUEM10W06,1,320.5,10/7/2013 5:09,10/7/2013 10:33,5.4,5.4,59.35185185,59,Redfern Request 325
P,4430,PUEM12W06,1,343.5,8/5/2013 10:55,8/5/2013 11:13,0.3,0.3,1145,14,Redfern Request 325
P,4071,PUEM12W07,1,368,7/5/2013 14:20,7/6/2013 5:30,15.16666667,15.17,24.26373626,24,Redfern Request 325
P,5755,PUEM13W04,1,219,11/21/2013 15:20,11/22/2013 6:20,15,15,14.6,15,Redfern Request 325
P,5665,PUEM13W05,1,279,11/13/2013 6:38,11/13/2013 17:27,10.81666667,10.82,25.79352851,26,Redfern Request 325
P,4262,PUEM13W07,1,341,7/22/2013 13:26,7/22/2013 22:00,8.566666667,8.57,39.80544747,40,Redfern Request 325
P,Blank,PUEM14W02,1,152,11/7/2013 23:40,11/8/2013 7:00,7.333333333,7.33,20.72727273,21,Redfern Request 325
P,4920,PUEM14W04,1,236,9/13/2013 1:15,9/13/2013 13:20,12.08333333,12.08,19.53103448,20,Redfern Request 325
P,4699,PUEM14W05,1,265,8/28/2013 14:02,8/29/2013 6:27,16.41666667,16.42,16.14213198,16,Redfern Request 325
P,4339,PUEM14W06,1,258,7/29/2013 11:32,7/30/2013 3:26,15.9,15.9,16.22641509,16,Redfern Request 325
P,5367,PUEM17W02,1,220,10/17/2013 11:50,10/17/2013 20:50,9,9,24.44444444,24,Redfern Request 325
P,5216,PUEM17W03,1,269,10/7/2013 22:05,10/7/2013 23:35,1.5,1.5,179.3333333,179,Redfern Request 325
P,4175,PUEM17W08,1,584,7/13/2013 14:35,7/14/2013 6:15,15.66666667,15.67,37.27659574,37,Redfern Request 325
P,4599,PUEM18W08,1,247,8/19/2014 11:00,8/19/2014 18:30,7.5,7.5,32.93333333,8,Redfern Request 325
P,4196,PUEM19C01,2,796,7/16/2013 12:58,7/17/2013 12:28,23.5,23.5,33.87234043,34,Redfern Request 325
P,4050,PUEM19C01,1,552,7/3/2013 4:28,7/3/2013 18:20,13.86666667,13.87,39.80769231,40,Redfern Request 325
P,5746,PUEM19W03,1,272,11/20/2013 18:54,11/21/2013 4:10,9.266666667,9.27,29.35251799,29,Redfern Request 325
P,5416,PUEM19W05,1,360,10/21/2013 18:33,10/22/2013 2:00,7.45,7.45,48.32214765,48,Redfern Request 325
P,5231,PUEM19W06,1,320.5,10/7/2013 5:09,10/7/2013 10:33,5.4,5.4,59.35185185,59,Redfern Request 325
P,4622,PUEM19W08,1,548.5,8/21/2013 8:00,8/22/2013 6:00,22,22,24.93181818,25,Redfern Request 325
P,4461,PUEM19W09,1,658,8/7/2013 17:55,8/8/2013 6:00,12.08333333,12.08,54.45517241,54,Redfern Request 325
P,4053,PUEM21C01,1,593,7/3/2013 5:45,7/3/2013 18:58,13.21666667,13.22,44.86759142,45,Redfern Request 325
P,4638,PUEM21W06,1,264,8/22/2013 22:30,8/23/2013 4:00,5.5,5.5,48,48,Redfern Request 325
P,4170,PUEM21W09,2,484,7/12/2013 2:40,7/12/2013 11:29,8.816666667,8.82,54.89603025,55,Redfern Request 325
P,4238,PUEM22C01,1,447,7/19/2013 11:34,7/19/2013 21:33,9.983333333,9.98,44.77462437,45,Redfern Request 325
P,4072,PUEM22C02,1,216,7/5/2013 16:32,7/5/2013 21:10,4.633333333,4.63,46.61870504,47,Redfern Request 325
P,5448,PUEM22W02,1,195,10/23/2013 13:35,10/23/2013 20:55,7.333333333,7.33,26.59090909,27,Redfern Request 325
P,4932,PUEM22W06,1,255,9/14/2013 18:22,9/14/2013 22:44,4.366666667,4.37,58.39694656,58,Redfern Request 325
P,4569,PUEM22W08,1,408,8/15/2013 5:55,8/15/2013 15:40,9.75,9.75,41.84615385,12,Redfern Request 325
P,4364,PUEM22W09,1,488,7/30/2013 3:00,7/30/2013 12:50,9.833333333,9.83,49.62711864,50,Redfern Request 325
P,4489,PUEM23W06,1,299,8/8/2013 4:50,8/8/2013 13:35,8.75,8.75,34.17142857,9,Redfern Request 325
P,4026,PUEM23W08,1,481,7/2/2013 9:21,7/2/2013 19:35,10.23333333,10.23,47.00325733,47,Redfern Request 325
P,7444,PUWM01W01,1,59.5,6/24/2014 4:55,6/24/2014 8:12,3.283333333,3.28,18.12182741,18,Redfern Request 325
P,6925,PUWM01W02,1,152,5/20/2014 10:30,5/20/2014 16:56,6.433333333,6.43,23.62694301,24,Redfern Request 325
P,6740,PUWM01W03,1,121,4/21/2014 19:25,4/21/2014 23:30,4.083333333,4.08,29.63265306,30,Redfern Request 325
P,6540,PUWM01W04,1,191,4/3/2014 8:10,4/3/2014 15:28,7.3,7.3,26.16438356,13,Redfern Request 325
P,Blank,PUWM01W05,1,260,3/14/2014 8:35,3/14/2014 16:18,7.716666667,7.72,33.69330454,33.69,Redfern Request 325
P,Blank,PUWM02C02,2,1248,2/28/2014 9:25,2/28/2014 21:35,12.16666667,12.17,102.5753425,102.58,Redfern Request 325
P,7083,PUWM02W01,1,68.5,5/31/2014 8:00,5/31/2014 11:42,3.7,3.7,18.51351351,19,Redfern Request 325
P,6549,PUWM02W02,1,166,4/3/2014 15:53,4/3/2014 20:15,4.366666667,4.37,38.01526718,19,Redfern Request 325
P,Blank,PUWM02W03,1,195,3/15/2014 11:24,3/15/2014 13:55,2.516666667,2.52,77.48344371,77.48,Redfern Request 325
P,5677,PUWM02W07,1,340,11/15/2013 4:57,11/15/2013 20:55,15.96666667,15.97,21.29436326,9,Redfern Request 325
P,5500,PUWM02W08,1,298,10/29/2013 20:00,10/30/2013 4:30,8.5,8.5,35.05882353,35,Redfern Request 325
P,7493,PUWM03W01,1,75,6/27/2014 22:51,6/28/2014 2:29,3.633333333,3.63,20.64220183,21,Redfern Request 325
P,6424,PUWM03W02,2,166,3/22/2014 8:37,3/22/2014 14:43,6.1,6.1,27.21311475,27,Redfern Request 325
P,Blank,PUWM03W03,1,196,3/7/2014 8:08,3/7/2014 14:53,6.75,6.75,29.03703704,29.04,Redfern Request 325
P,Blank,PUWM03W06,1,128,12/18/2013 12:10,12/18/2013 17:16,5.1,5.1,25.09803922,Blank,Redfern Request 325
P,5748,PUWM03W08,1,400,11/20/2013 1:10,11/20/2013 10:43,9.55,9.55,41.88481675,42,Redfern Request 325
P,Blank,PUWM04W02,1,161,10/30/2013 2:50,10/30/2013 10:22,7.533333333,7.53,21.37168142,n.a,Redfern Request 325
P,5409,PUWM04W03,1,200.8,10/21/2013 9:10,10/21/2013 20:20,11.16666667,11.17,17.98208955,18,Redfern Request 325
P,Blank,PUWM04W05,Blank,267,9/9/2013 23:00,9/10/2013 5:25,6.416666667,6.42,41.61038961,42,Redfern Request 325
P,4618,PUWM04W06,1,256,8/20/2013 1:00,8/20/2013 10:00,9,9,28.44444444,28,Redfern Request 325
P,4395,PUWM04W07,1,348,8/1/2013 20:31,8/2/2013 4:08,7.616666667,7.62,45.6892779,46,Redfern Request 325
P,4118,PUWM04W08,2,403,7/9/2013 0:57,7/9/2013 12:30,11.55,11.55,34.89177489,35,Redfern Request 325
P,Blank,PUWM05W02,1,181,11/7/2013 8:14,11/7/2013 21:21,13.11666667,13.12,13.79923761,14,Redfern Request 325
P,4758,PUWM05W05,1,273,9/2/2013 9:47,9/2/2013 17:17,7.5,7.5,36.4,36,Redfern Request 325
P,4112,PUWM05W07,1,355,7/9/2013 16:40,7/10/2013 0:13,7.55,7.55,47.01986755,47,Redfern Request 325
P,5821,PUWM06C01,1,367,11/27/2013 11:45,11/27/2013 23:30,11.75,11.75,31.23404255,10,Redfern Request 325
P,5691,PUWM06C02,1,172,11/15/2013 0:45,11/15/2013 9:25,8.666666667,8.67,19.84615385,20,Redfern Request 325
P,4703,PUWM06C03a,1,99,8/28/2013 17:53,8/29/2013 2:07,8.233333333,8.23,12.0242915,12,Redfern Request 325
P,4633,PUWM06C03c,1,50.5,8/22/2013 14:15,8/22/2013 16:20,2.083333333,2.08,24.24,n.a,Redfern Request 325
P,4217,PUWM06C04a,1,48,7/17/2013 2:10,7/17/2013 2:50,0.666666667,0.67,72,72,Redfern Request 325
P,7222,PUWM06W01,1,39.25,6/9/2014 1:48,6/9/2014 4:30,2.7,2.7,14.53703704,15,Redfern Request 325
P,6648,PUWM06W02,1,98,4/11/2014 20:39,4/11/2014 23:28,2.816666667,2.82,34.79289941,35,Redfern Request 325
P,Blank,PUWM06W04,1,115,3/12/2014 8:56,3/12/2014 13:07,4.183333333,4.18,27.49003984,27.49,Redfern Request 325
P,6439,PUWM06W07,1,110,3/25/2014 8:24,3/25/2014 11:31,3.116666667,3.12,35.29411765,35,Redfern Request 325
P,Blank,PUWM07C01,1,510,10/28/2013 4:00,10/28/2013 13:00,9,9,56.66666667,n.a,Redfern Request 325
P,5465,PUWM07C02,1,400,10/24/2013 0:35,10/24/2013 6:45,6.166666667,6.17,64.86486486,65,Redfern Request 325
P,5259,PUWM07C03c,1,128,10/9/2013 23:35,10/10/2013 3:20,3.75,3.75,34.13333333,34,Redfern Request 325
P,4185,PUWM07F01,2,699,7/15/2013 17:07,7/16/2013 12:54,19.78333333,19.78,35.33277169,35,Redfern Request 325
P,6830,PUWM07W01,1,115.5,5/13/2014 13:30,5/13/2014 17:32,4.033333333,4.03,28.63636364,29,Redfern Request 325
P,6511,PUWM07W02,1,227,4/1/2014 9:00,4/1/2014 15:25,6.416666667,6.42,35.37662338,18,Redfern Request 325
P,6378,PUWM07W03,1,251,3/18/2014 8:41,3/18/2014 15:42,7.016666667,7.02,35.7719715,36,Redfern Request 325
P,Blank,PUWM07W04,1,256,3/1/2014 8:36,3/1/2014 12:10,3.566666667,3.57,71.77570093,71.78,Redfern Request 325
P,Blank,PUWM07W07,1,176,12/20/2013 12:15,12/21/2013 6:13,17.96666667,17.97,9.795918367,Blank,Redfern Request 325
P,4396,PUWM08C01,1,592,8/1/2013 21:29,8/2/2013 12:10,14.68333333,14.68,40.31782066,40,Redfern Request 325
P,4167,PUWM08C01,1,360,7/12/2013 1:15,7/12/2013 17:15,16,16,22.5,23,Redfern Request 325
P,4087,PUWM08C02,1,284,7/6/2013 18:52,7/7/2013 6:00,11.13333333,11.13,25.50898204,26,Redfern Request 325
P,7265,PUWM08W01,1,71,6/12/2014 9:15,6/12/2014 15:05,5.833333333,5.83,12.17142857,12,Redfern Request 325
P,5639,PUWM08W03,1,192,11/12/2013 19:00,11/13/2013 0:25,5.416666667,5.42,35.44615385,35,Redfern Request 325
P,5443,PUWM08W04,1,193,10/23/2013 19:17,10/24/2013 3:11,7.9,7.9,24.43037975,24,Redfern Request 325
P,5318,PUWM08W05,1,252,10/14/2013 9:30,10/14/2013 19:42,10.2,10.2,24.70588235,25,Redfern Request 325
P,4644,PUWM08W09,1,496,8/23/2013 2:45,8/23/2013 22:10,19.41666667,19.42,25.54506438,26,Redfern Request 325
P,6566,PUWM09W05,1,264,4/4/2014 15:10,4/4/2014 23:05,7.916666667,7.92,33.34736842,17,Redfern Request 325
P,5660,PUWM12W02,1,152,11/13/2013 0:42,11/13/2013 4:20,3.633333333,3.63,41.83486239,42,Redfern Request 325
P,Blank,PUWM13W02,1,146,11/1/2013 20:58,11/2/2013 1:50,4.866666667,4.87,30,30,Redfern Request 325
P,6576,PUWM14W06,1,287,4/5/2014 8:00,4/5/2014 17:35,9.583333333,9.58,29.94782609,15,Redfern Request 325
P,5764,PUWM16W02,1,146,11/21/2013 5:05,11/21/2013 13:50,8.75,8.75,16.68571429,17,Redfern Request 325
P,5706,PUWM18W02,1,102,11/18/2013 9:47,11/18/2013 14:22,4.583333333,4.58,22.25454545,22,Redfern Request 325
P,5614,PUWM18W03,1,112,11/8/2013 0:51,11/8/2013 5:06,4.25,4.25,26.35294118,26,Redfern Request 325
P,Blank,PUWM18W04,1,120,10/18/2013 22:40,10/19/2013 2:44,4.066666667,4.07,29.50819672,n.a,Redfern Request 325
P,4880,PUWM18W07,1,183,9/11/2013 11:30,9/11/2013 19:40,8.166666667,8.17,22.40816327,23,Redfern Request 325
P,4599,PUWM18W08,1,247,8/19/2013 11:00,8/19/2013 18:30,7.5,7.5,32.93333333,8,Redfern Request 325
P,4367,PUWM18W09,1,295,7/30/2013 10:15,7/31/2013 0:22,14.11666667,14.12,20.89728453,21,Redfern Request 325
P,Blank,PUWM19W02,1,240.75,10/29/2013 22:35,10/30/2013 9:00,10.41666667,10.42,23.112,23,Redfern Request 325
P,5275,PUWM19W03,1,248,10/10/2013 14:15,10/11/2013 5:30,15.25,15.25,16.26229508,16,Redfern Request 325
P,4755,PUWM19W05,1,341,9/2/2013 9:10,9/3/2013 1:15,16.08333333,16.08,21.20207254,21,Redfern Request 325
P,4532,PUWM19W06,1,302,8/13/2013 20:45,8/14/2013 13:07,16.36666667,16.37,18.45213849,18,Redfern Request 325
P,4241,PUWM19W07,1,468.5,7/19/2013 15:45,7/20/2013 10:30,18.75,18.75,24.98666667,25,Redfern Request 325
P,4095,PUWM19W08,1,568.5,7/8/2013 10:03,7/9/2013 3:05,17.03333333,17.03,33.37573386,33,Redfern Request 325
P,Blank,PUWM19W09,1,237,9/19/2013 0:03,9/19/2013 23:30,23.45,23.45,10.10660981,n.a,Redfern Request 325
P,4615,PUWM23W04,1,239,8/20/2013 2:00,8/20/2013 6:00,4,4,59.75,60,Redfern Request 325
P,4435,PUWM23W05,1,307,8/5/2013 17:10,8/6/2013 0:10,7,7,43.85714286,44,Redfern Request 325
P,4348,PUWM23W06,1,311,7/29/2013 23:28,7/30/2013 4:33,5.083333333,5.08,61.18032787,61,Redfern Request 325
P,4122,PUWM23W07,1,400,7/9/2013 5:15,7/9/2013 14:47,9.533333333,9.53,41.95804196,12,Redfern Request 325
